PassengerId;Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Embarked
786;0;3;1;25.0;0;0;7.25;2
787;1;3;0;18.0;0;0;7.4958;2
788;0;3;1;8.0;4;1;29.125;1
789;1;3;1;1.0;1;2;20.575;2
790;0;1;1;46.0;0;0;79.2;0
792;0;2;1;16.0;0;0;26.0;2
795;0;3;1;25.0;0;0;7.8958;2
796;0;2;1;39.0;0;0;13.0;2
797;1;1;0;49.0;0;0;25.9292;2
798;1;3;0;31.0;0;0;8.6833;2
799;0;3;1;30.0;0;0;7.2292;0
800;0;3;0;30.0;1;1;24.15;2
801;0;2;1;34.0;0;0;13.0;2
802;1;2;0;31.0;1;1;26.25;2
803;1;1;1;11.0;1;2;120.0;2
804;1;3;1;0.42;0;1;8.5167;0
805;1;3;1;27.0;0;0;6.975;2
806;0;3;1;31.0;0;0;7.775;2
807;0;1;1;39.0;0;0;0.0;2
808;0;3;0;18.0;0;0;7.775;2
809;0;2;1;39.0;0;0;13.0;2
810;1;1;0;33.0;1;0;53.1;2
811;0;3;1;26.0;0;0;7.8875;2
812;0;3;1;39.0;0;0;24.15;2
813;0;2;1;35.0;0;0;10.5;2
814;0;3;0;6.0;4;2;31.275;2
815;0;3;1;30.5;0;0;8.05;2
817;0;3;0;23.0;0;0;7.925;2
818;0;2;1;31.0;1;1;37.0042;0
819;0;3;1;43.0;0;0;6.45;2
820;0;3;1;10.0;3;2;27.9;2
821;1;1;0;52.0;1;1;93.5;2
822;1;3;1;27.0;0;0;8.6625;2
823;0;1;1;38.0;0;0;0.0;2
824;1;3;0;27.0;0;1;12.475;2
825;0;3;1;2.0;4;1;39.6875;2
828;1;2;1;1.0;0;2;37.0042;0
831;1;3;0;15.0;1;0;14.4542;0
832;1;2;1;0.83;1;1;18.75;2
834;0;3;1;23.0;0;0;7.8542;2
835;0;3;1;18.0;0;0;8.3;2
836;1;1;0;39.0;1;1;83.1583;0
837;0;3;1;21.0;0;0;8.6625;2
839;1;3;1;32.0;0;0;56.4958;2
841;0;3;1;20.0;0;0;7.925;2
842;0;2;1;16.0;0;0;10.5;2
843;1;1;0;30.0;0;0;31.0;0
844;0;3;1;34.5;0;0;6.4375;0
845;0;3;1;17.0;0;0;8.6625;2
846;0;3;1;42.0;0;0;7.55;2
848;0;3;1;35.0;0;0;7.8958;0
849;0;2;1;28.0;0;1;33.0;2
851;0;3;1;4.0;4;2;31.275;2
852;0;3;1;74.0;0;0;7.775;2
853;0;3;0;9.0;1;1;15.2458;0
854;1;1;0;16.0;0;1;39.4;2
855;0;2;0;44.0;1;0;26.0;2
856;1;3;0;18.0;0;1;9.35;2
857;1;1;0;45.0;1;1;164.8667;2
858;1;1;1;51.0;0;0;26.55;2
859;1;3;0;24.0;0;3;19.2583;0
861;0;3;1;41.0;2;0;14.1083;2
862;0;2;1;21.0;1;0;11.5;2
863;1;1;0;48.0;0;0;25.9292;2
865;0;2;1;24.0;0;0;13.0;2
866;1;2;0;42.0;0;0;13.0;2
867;1;2;0;27.0;1;0;13.8583;0
868;0;1;1;31.0;0;0;50.4958;2
870;1;3;1;4.0;1;1;11.1333;2
871;0;3;1;26.0;0;0;7.8958;2
872;1;1;0;47.0;1;1;52.5542;2
873;0;1;1;33.0;0;0;5.0;2
874;0;3;1;47.0;0;0;9.0;2
875;1;2;0;28.0;1;0;24.0;0
876;1;3;0;15.0;0;0;7.225;0
877;0;3;1;20.0;0;0;9.8458;2
878;0;3;1;19.0;0;0;7.8958;2
880;1;1;0;56.0;0;1;83.1583;0
881;1;2;0;25.0;0;1;26.0;2
882;0;3;1;33.0;0;0;7.8958;2
883;0;3;0;22.0;0;0;10.5167;2
884;0;2;1;28.0;0;0;10.5;2
885;0;3;1;25.0;0;0;7.05;2
886;0;3;0;39.0;0;5;29.125;1
887;0;2;1;27.0;0;0;13.0;2
888;1;1;0;19.0;0;0;30.0;2
890;1;1;1;26.0;0;0;30.0;0
891;0;3;1;32.0;0;0;7.75;1
